GennySim/GSim_State_Name,Source,Stepping,Weight,Type,RefGC,Comment
PS2_RCPBCOM_NOMSAA_8PPC_WRT,Gen10LP,A0,57.72,syn,1,
PS2_RCPBCOM_NOMSAA_RTR,Gen10LP,A0,21.6,syn,1,
PS0_DAPB_DOP,Gen10LP,A0,0,syn,1,
PS0_DAPB,Gen10LP,A0,0.06,syn,1,
PS1_DAPB,Gen10LP,A0,4.64,syn,1,
PS2_DAPB_NOMSAA_RTR,Gen10LP,A0,25.31,syn,1,
PS2_DAPB_MSAA_RTR,Gen10LP,A0,0,syn,1,
PS2_DAPB_DIS,Gen10LP,A0,0,syn,1,
PS0_DAPRSC_DOP,Gen10LP,A0,0,syn,1,
PS0_DAPRSC,Gen10LP,A0,0.14,syn,1,
PS1_DAPRSC,Gen10LP,A0,11.2,syn,1,
PS2_DAPRSC,Gen10LP,A0,61.12,syn,1,
PS0_DAPRSS_DOP,Gen10LP,A0,0,syn,1,
PS0_DAPRSS,Gen10LP,A0,3.71,syn,1,
PS1_DAPRSS,Gen10LP,A0,10.15,syn,1,
PS2_DAPRSS_WRITEFLUSH,Gen10LP,A0,27.4,syn,1,
PS2_DAPRSS_RENDERTARGETWRITE,Gen10LP,A0,58.94,syn,1,
PS2_DAPRSS_CLEARRESOLVE,Gen10LP,A0,27.4,syn,1,
PS2_DAPRSS_RENDERTARGETREAD,Gen10LP,A0,44.66,syn,1,
PS2_DAPRSS_ELSE,Gen10LP,A0,27.4,syn,1,
PS0_DAPRSS_BYPASSRAM,Gen10LP,A0,0,syn,1,
PS2_DAPRSS_BYPASSRAM_READ,Gen10LP,A0,0,syn,1,
PS2_DAPRSS_BYPASSRAM_WRITE,Gen10LP,A0,0,syn,1,
PS0_BC_DOP,Gen10LP,A0,0,syn,1,
PS0_BC,Gen10LP,A0,2.62,syn,1,
PS1_BC,Gen10LP,A0,3.89,syn,1,
PS2_BC_COMPUTE,Gen10LP,A0,47.98,syn,1,
PS2_BC_FLOWTHROUGH,Gen10LP,A0,8.67,syn,1,
PS0_BC_BARYRAM,Gen10LP,A0,0,syn,1,
PS2_BC_BARYRAM_READ,Gen10LP,A0,0,syn,1,
PS2_BC_BARYRAM_WRITE,Gen10LP,A0,0,syn,1,
PS0_PSD_DOP,Gen10LP,A0,0,syn,1,
PS0_PSD,Gen10LP,A0,5.02,syn,1,
PS1_PSD,Gen10LP,A0,8.7,syn,1,
PS2_PSD_THREADDISPATCH,Gen10LP,A0,60.33,syn,1,
PS2_PSD_NOTHREADDISPATCH,Gen10LP,A0,27.45,syn,1,
PS2_PSD_WAITINGONFLUSH,Gen10LP,A0,11.8,syn,1,
PS0_PSD_SCOREBOARD,Gen10LP,A0,0,syn,1,
PS2_PSD_SCOREBOARD_READ,Gen10LP,A0,0,syn,1,
PS2_PSD_SCOREBOARD_WRITE,Gen10LP,A0,0,syn,1,
PS0_PSD_BARYPAYLDASMRAM,Gen10LP,A0,0,syn,1,
PS2_PSD_BARYPAYLDASMRAM_READ,Gen10LP,A0,0,syn,1,
PS2_PSD_BARYPAYLDASMRAM_WRITE,Gen10LP,A0,0,syn,1,
PS0_SBE_CALC_DOP,Gen10LP,A0,0,syn,1,
PS0_SBE_FETCH_DOP,Gen10LP,A0,0,syn,1,
PS0_SBE_REPLAY_DOP,Gen10LP,A0,0,syn,1,
PS0_SBE_OTHER_DOP,Gen10LP,A0,0,syn,1,
PS0_SBE_CALC,Gen10LP,A0,3.74,syn,1,
PS1_SBE_CALC,Gen10LP,A0,7.2,syn,1,
PS2_SBE_CALC,Gen10LP,A0,19.44,syn,1,
PS0_SBE_FETCH,Gen10LP,A0,1.86,syn,1,
PS1_SBE_FETCH,Gen10LP,A0,2.42,syn,1,
PS2_SBE_FETCH,Gen10LP,A0,9.66,syn,1,
PS0_SBE_REPLAY,Gen10LP,A0,2.3,syn,1,
PS1_SBE_REPLAY,Gen10LP,A0,3.54,syn,1,
PS2_SBE_REPLAY,Gen10LP,A0,8.75,syn,1,
PS0_SBE_OTHER,Gen10LP,A0,1.89,syn,1,
PS1_SBE_OTHER,Gen10LP,A0,2.48,syn,1,
PS2_SBE_OTHER,Gen10LP,A0,8.12,syn,1,
PS0_SDE_DOP,Gen10LP,A0,0,syn,1,
PS0_SDE,Gen10LP,A0,0.79,syn,1,
PS1_SDE,Gen10LP,A0,1.45,syn,1,
PS2_SDE_Culled,Gen10LP,A0,6.46,syn,1,
PS2_SDE_NotCulled,Gen10LP,A0,6.46,syn,1,
PS0_HPSBE_CALC_DOP,Gen10LP,A0,0,syn,1,
PS0_HPSBE_FETCH_DOP,Gen10LP,A0,0,syn,1,
PS0_HPSBE_REPLAY_DOP,Gen10LP,A0,0,syn,1,
PS0_HPSBE_OTHER_DOP,Gen10LP,A0,0,syn,1,
PS0_HPSBE_CALC,Gen10LP,A0,1.87,syn,1,
PS1_HPSBE_CALC,Gen10LP,A0,3.6,syn,1,
PS2_HPSBE_CALC,Gen10LP,A0,9.72,syn,1,
PS0_HPSBE_FETCH,Gen10LP,A0,0.93,syn,1,
PS1_HPSBE_FETCH,Gen10LP,A0,1.21,syn,1,
PS2_HPSBE_FETCH,Gen10LP,A0,4.83,syn,1,
PS0_HPSBE_REPLAY,Gen10LP,A0,1.15,syn,1,
PS1_HPSBE_REPLAY,Gen10LP,A0,1.77,syn,1,
PS2_HPSBE_REPLAY,Gen10LP,A0,4.38,syn,1,
PS0_HPSBE_OTHER,Gen10LP,A0,0.94,syn,1,
PS1_HPSBE_OTHER,Gen10LP,A0,1.24,syn,1,
PS2_HPSBE_OTHER,Gen10LP,A0,4.06,syn,1,
PS0_HPSDE_DOP,Gen10LP,A0,0,syn,1,
PS0_HPSDE,Gen10LP,A0,0.79,syn,1,
PS1_HPSDE,Gen10LP,A0,1.45,syn,1,
PS2_HPSDE_Culled,Gen10LP,A0,6.46,syn,1,
PS2_HPSDE_NotCulled,Gen10LP,A0,6.46,syn,1,
Slice_glue_logic_power,Gen10LP,A0,0,syn,1,
PS0_HDC_ReqCmd1_DOP,Gen10LP,A0,0,syn,1,
PS0_HDC_ReqCmd1,Gen10LP,A0,2.99,syn,1,
PS1_HDC_ReqCmd1,Gen10LP,A0,4.86,syn,1,
PS2_HDC_ReqCmd1_NonSequenced_Read,Gen10LP,A0,23.39,syn,1,
PS2_HDC_ReqCmd1_NonSequenced_Write,Gen10LP,A0,33.08,syn,1,
PS2_HDC_ReqCmd1_Sequenced_Else_Data_Read,Gen10LP,A0,18.86,syn,1,
PS2_HDC_ReqCmd1_Sequenced_Else_Data_Write,Gen10LP,A0,27.04,syn,1,
PS2_HDC_ReqCmd1_Sequenced_Else_SLM_Read,Gen10LP,A0,22.34,syn,1,
PS2_HDC_ReqCmd1_Sequenced_Else_SLM_Write,Gen10LP,A0,29.21,syn,1,
PS2_HDC_ReqCmd1_Sequenced_Typed_Read,Gen10LP,A0,45.82,syn,1,
PS2_HDC_ReqCmd1_Sequenced_Typed_Write,Gen10LP,A0,56.64,syn,1,
PS2_HDCREQCMD1_Other_GW_CPSS,Gen10LP,A0,12.74,syn,1,
PS0_HDC_ReqCmd2_DOP,Gen10LP,A0,0,syn,1,
PS0_HDC_ReqCmd2,Gen10LP,A0,4.14,syn,1,
PS1_HDC_ReqCmd2,Gen10LP,A0,7.14,syn,1,
PS2_HDC_ReqCmd2_NonSequenced_Read,Gen10LP,A0,49.38,syn,1,
PS2_HDC_ReqCmd2_NonSequenced_Write,Gen10LP,A0,48.96,syn,1,
PS2_HDC_ReqCmd2_Sequenced_Else_Data_Read,Gen10LP,A0,87.07,syn,1,
PS2_HDC_ReqCmd2_Sequenced_Else_Data_Write,Gen10LP,A0,110.28,syn,1,
PS2_HDC_ReqCmd2_Sequenced_Else_SLM_Read,Gen10LP,A0,71.32,syn,1,
PS2_HDC_ReqCmd2_Sequenced_Else_SLM_Write,Gen10LP,A0,83.12,syn,1,
PS2_HDC_ReqCmd2_Sequenced_Typed_Read,Gen10LP,A0,84.77,syn,1,
PS2_HDC_ReqCmd2_Sequenced_Typed_Write,Gen10LP,A0,53.38,syn,1,
PS0_HDC_ReqData_DOP,Gen10LP,A0,0,syn,1,
PS0_HDC_ReqData,Gen10LP,A0,1.53,syn,1,
PS1_HDC_ReqData,Gen10LP,A0,2.49,syn,1,
PS2_HDC_ReqData_NonSequenced_Write,Gen10LP,A0,20.16,syn,1,
PS2_HDC_ReqData_Sequenced_Else_Data_Write,Gen10LP,A0,40.34,syn,1,
PS2_HDC_ReqData_Sequenced_Else_SLM_Write,Gen10LP,A0,51.13,syn,1,
PS2_HDC_ReqData_Sequenced_Typed_Write,Gen10LP,A0,41.49,syn,1,
PS0_HDCRET1_DOP,Gen10LP,A0,0,syn,1,
PS0_HDCRET1,Gen10LP,A0,1.7,syn,1,
PS1_HDCRET1,Gen10LP,A0,2.47,syn,1,
PS2_HDCRET1_Message,Gen10LP,A0,37.57,syn,1,
PS2_HDCRET1_MediaBlock,Gen10LP,A0,27.93,syn,1,
PS0_HDCRET2_DOP,Gen10LP,A0,0,syn,1,
PS0_HDCRET2,Gen10LP,A0,1.59,syn,1,
PS1_HDCRET2,Gen10LP,A0,2.31,syn,1,
PS2_HDCRET2_Message,Gen10LP,A0,41.39,syn,1,
PS2_HDCRET2_Other_GW_DAPB,Gen10LP,A0,10.97,syn,1,
PS2_HDCRET2_MediaBlock,Gen10LP,A0,26.13,syn,1,
PS0_HDCTLB_DOP,Gen10LP,A0,0,syn,1,
PS0_HDCTLB,Gen10LP,A0,4.99,syn,1,
PS1_HDCTLB,Gen10LP,A0,13.69,syn,1,
PS2_HDCTLB_Read_Hit,Gen10LP,A0,18.62,syn,1,
PS2_HDCTLB_Read_Miss,Gen10LP,A0,15.32,syn,1,
PS2_HDCTLB_Write_Hit,Gen10LP,A0,35.12,syn,1,
PS2_HDCTLB_Write_Miss,Gen10LP,A0,21.36,syn,1,
PS0_HDCL1_DOP,Gen10LP,A0,0,syn,1,
PS0_HDCL1,Gen10LP,A0,2.47,syn,1,
PS1_HDCL1,Gen10LP,A0,6.78,syn,1,
PS2_HDCL1_ReadHit,Gen10LP,A0,9.22,syn,1,
PS2_HDCL1_ReadMiss,Gen10LP,A0,7.59,syn,1,
PS2_HDCL1_Write_invalid,Gen10LP,A0,5.76,syn,1,
PS2_HDCL1_Bypass,Gen10LP,A0,4.76,syn,1,
PS0_HDC_HDCL1EBB,Gen10LP,A0,0,ebb,1,
PS2_HDC_HDCL1EBB_Read,Gen10LP,A0,0,ebb,1,
PS2_HDC_HDCL1EBB_Write,Gen10LP,A0,0,ebb,1,
hdc_glue_logic_power,Gen10LP,A0,0,syn,1,
PS0_LTCD_Data,Gen10LP,A0,7.46,syn,1,
PS1_LTCD_Data,Gen10LP,A0,15.49,syn,1,
PS2_LTCD_Data_NonSLM_ECC_TagRead,Gen10LP,A0,52.75,syn,1,
PS2_LTCD_Data_NonSLM_ECC_TagWrite,Gen10LP,A0,73.57,syn,1,
PS2_LTCD_Data_SLM_ECC_NoTagRead,Gen10LP,A0,62.56,syn,1,
PS2_LTCD_Data_SLM_ECC_NoTagWrite,Gen10LP,A0,64.38,syn,1,
PS2_LTCD_Data_NonSLM_ECC_NoTagRead,Gen10LP,A0,20.99,syn,1,
PS2_LTCD_Data_NonSLM_ECC_NoTagWrite,Gen10LP,A0,31.42,syn,1,
PS0_LTCD_EBB,Gen10LP,A0,0,ebb,1,
PS1_LTCD_EBB,Gen10LP,A0,0,ebb,1,
PS2_LTCD_EBB_HB_Read,Gen10LP,A0,0,ebb,1,
PS2_LTCD_EBB_HB_Write,Gen10LP,A0,0,ebb,1,
PS2_LTCD_EBB_Read,Gen10LP,A0,0,ebb,1,
PS2_LTCD_EBB_Write,Gen10LP,A0,0,ebb,1,
PS0_LTCD_Tag,Gen10LP,A0,4.1,syn,1,
PS1_LTCD_Tag,Gen10LP,A0,7.5,syn,1,
PS2_LTCD_Tag_NonSLM_ECC_TagRead,Gen10LP,A0,77.47,syn,1,
PS2_LTCD_Tag_NonSLM_ECC_TagWrite,Gen10LP,A0,79.82,syn,1,
PS0_LSQD,Gen10LP,A0,1.08,syn,1,
PS1_LSQD,Gen10LP,A0,29.86,syn,1,
PS2_LSQD_nonatomics,Gen10LP,A0,76.52,syn,1,
PS2_LSQD_atomics,Gen10LP,A0,104.07,syn,1,
PS0_LSQC,Gen10LP,A0,3.32,syn,1,
PS1_LSQC,Gen10LP,A0,23.38,syn,1,
PS2_LSQC,Gen10LP,A0,32.9,syn,1,
PS0_LTCC,Gen10LP,A0,0.42,syn,1,
PS1_LTCC,Gen10LP,A0,1.53,syn,1,
PS2_LTCC,Gen10LP,A0,1.53,syn,1,
PS0_LSLM,Gen10LP,A0,0.97,syn,1,
PS1_LSLM,Gen10LP,A0,12.44,syn,1,
PS2_LSLM_Atomics_read,Gen10LP,A0,59.66,syn,1,
PS2_LSLM_Atomics_write,Gen10LP,A0,59.66,syn,1,
PS2_LSLM_NonAtomics_read,Gen10LP,A0,40.51,syn,1,
PS2_LSLM_NonAtomics_write,Gen10LP,A0,46.54,syn,1,
PS0_LNE,Gen10LP,A0,11.76,syn,1,
PS1_LNE,Gen10LP,A0,39.77,syn,1,
PS2_LNE_OneSlice,Gen10LP,A0,157.38,syn,1,
PS2_LNE_MultiSlice,Gen10LP,A0,0,syn,1,
PS0_LNI,Gen10LP,A0,17.92,syn,1,
PS1_LNI,Gen10LP,A0,36.6,syn,1,
PS2_LNI,Gen10LP,A0,134.5,syn,1,
PS0_LSN,Gen10LP,A0,16.29,syn,1,
PS1_LSN_XSLDN_CMD,Gen10LP,A0,0,syn,1,
PS2_LSN_XSLDN_CMD,Gen10LP,A0,0,syn,1,
PS1_LSN_XSLDN_DATA,Gen10LP,A0,0,syn,1,
PS2_LSN_XSLDN_DATA,Gen10LP,A0,0,syn,1,
PS1_LSN_XSLUP_CMD,Gen10LP,A0,0,syn,1,
PS2_LSN_XSLUP_CMD,Gen10LP,A0,0,syn,1,
PS1_LSN_XSLUP_DATA,Gen10LP,A0,0,syn,1,
PS2_LSN_XSLUP_DATA,Gen10LP,A0,0,syn,1,
PS1_LSN_LNI_CMD,Gen10LP,A0,0,syn,1,
PS2_LSN_LNI_CMD,Gen10LP,A0,0,syn,1,
PS1_LSN_LNI_DATA,Gen10LP,A0,0,syn,1,
PS2_LSN_LNI_DATA,Gen10LP,A0,0,syn,1,
PS1_LSN_LNE_DATA,Gen10LP,A0,0,syn,1,
PS2_LSN_LNE_DATA,Gen10LP,A0,0,syn,1,
PS1_LSN_LNE_CMD,Gen10LP,A0,0,syn,1,
PS2_LSN_LNE_CMD,Gen10LP,A0,0,syn,1,
PS1_LSN_GAPS_CMD,Gen10LP,A0,0,syn,1,
PS1_LSN_GAPS_DATA,Gen10LP,A0,33.28,syn,1,
PS2_LSN_GAPS_CMD,Gen10LP,A0,122.29,syn,1,
PS2_LSN_GAPS_DATA,Gen10LP,A0,0,syn,1,
PS0_LBCF,Gen10LP,A0,0.33,syn,1,
PS1_LBCF,Gen10LP,A0,0.29,syn,1,
PS2_LBCF,Gen10LP,A0,0.8,syn,1,
PS0_LBS,Gen10LP,A0,0.32,syn,1,
PS1_LBS,Gen10LP,A0,1.59,syn,1,
PS2_LBS,Gen10LP,A0,1.45,syn,1,
PS0_LNS,Gen10LP,A0,0.65,syn,1,
PS1_LNS,Gen10LP,A0,1.32,syn,1,
PS2_LNS,Gen10LP,A0,4.86,syn,1,
PS0_LTISEQ,Gen10LP,A0,0.58,syn,1,
PS1_LTISEQ,Gen10LP,A0,1.19,syn,1,
PS2_LTISEQ,Gen10LP,A0,4.39,syn,1,
PS0_LPFC,Gen10LP,A0,0.49,syn,1,
PS1_LPFC,Gen10LP,A0,1.01,syn,1,
PS2_LPFC,Gen10LP,A0,3.71,syn,1,
PS0_LPFCSL,Gen10LP,A0,0.69,syn,1,
PS1_LPFCSL,Gen10LP,A0,1.41,syn,1,
PS2_LPFCSL,Gen10LP,A0,5.18,syn,1,
PS0_LNCF,Gen10LP,A0,0.2,syn,1,
PS1_LNCF,Gen10LP,A0,0.4,syn,1,
PS2_LNCF,Gen10LP,A0,1.49,syn,1,
PS0_LTISEQSL,Gen10LP,A0,0.05,syn,1,
PS1_LTISEQSL,Gen10LP,A0,0.11,syn,1,
PS2_LTISEQSL,Gen10LP,A0,0.4,syn,1,
L3_glue_power,Gen10LP,A0,0,syn,1,
PS0_GACB,Gen10LP,A0,4.87,syn,1,
PS1_GACB,Gen10LP,A0,9.1,syn,1,
PS2_GACB,Gen10LP,A0,12.58,syn,1,
PS0_GAFM,Gen10LP,A0,2,syn,1,
PS1_GAFM,Gen10LP,A0,2.3,syn,1,
PS2_GAFM,Gen10LP,A0,4.4,syn,1,
PS0_GAFS,Gen10LP,A0,8.17,syn,1,
PS1_GAFS,Gen10LP,A0,26.33,syn,1,
PS2_GAFS_ONLYRD,Gen10LP,A0,101.54,syn,1,
PS2_GAFS_ONLYWR,Gen10LP,A0,0,syn,1,
PS2_GAFS_RDWR,Gen10LP,A0,0,syn,1,
PS0_GAMD,Gen10LP,A0,24.58,syn,1,
PS1_GAMD,Gen10LP,A0,26.39,syn,1,
PS2_GAMD_READ,Gen10LP,A0,51.56,syn,1,
PS2_GAMD_WRITE,Gen10LP,A0,51.26,syn,1,
PS2_GAMD_READ_MEDIAMMCD,Gen10LP,A0,55.52,syn,1,
PS2_GAMD_WRITE_MEDIAMMCD,Gen10LP,A0,63.32,syn,1,
PS2_GAMD_Cache_READ,Gen10LP,A0,0,ebb,1,
PS2_GAMD_Cache_WRITE,Gen10LP,A0,0,ebb,1,
PS0_GAMTG,Gen10LP,A0,11.74,syn,1,
PS1_GAMTG,Gen10LP,A0,11.71,syn,1,
PS2_GAMTG_Hit,Gen10LP,A0,20.78,syn,1,
PS2_GAMTG_Miss,Gen10LP,A0,23.06,syn,1,
PS2_GAMTG_Bypass,Gen10LP,A0,0,syn,1,
PS2_GAMTG_HitNotPresent,Gen10LP,A0,0,syn,1,
PS0_GAMTG_L3TLBEBB,Gen10LP,A0,0,ebb,1,
PS2_GAMTG_L3TLBEBB_READ,Gen10LP,A0,0,ebb,1,
PS2_GAMTG_L3TLBEBB_WRITE,Gen10LP,A0,0,ebb,1,
PS0_GAMTG_CVSTLBEBB,Gen10LP,A0,0,ebb,1,
PS2_GAMTG_CVSTLBEBB_READ,Gen10LP,A0,0,ebb,1,
PS2_GAMTG_CVSTLBEBB_WRITE,Gen10LP,A0,0,ebb,1,
PS0_GAMTO,Gen10LP,A0,33.49,syn,1,
PS1_GAMTO,Gen10LP,A0,31.05,syn,1,
PS2_GAMTO_Hit,Gen10LP,A0,34.2,syn,1,
PS2_GAMTO_Miss,Gen10LP,A0,33.97,syn,1,
PS2_GAMTO_Bypass,Gen10LP,A0,0,syn,1,
PS2_GAMTO_HitNotPresent,Gen10LP,A0,0,syn,1,
PS0_GAMTO_MFXEBB,Gen10LP,A0,0,ebb,1,
PS2_GAMTO_MFXEBB_READ,Gen10LP,A0,0,ebb,1,
PS2_GAMTO_MFXEBB_WRITE,Gen10LP,A0,0,ebb,1,
PS0_GAMTO_VEBXTLBEBB,Gen10LP,A0,0,ebb,1,
PS2_GAMTO_VEBXTLBEBB_READ,Gen10LP,A0,0,ebb,1,
PS2_GAMTO_VEBXTLBEBB_WRITE,Gen10LP,A0,0,ebb,1,
PS0_GAMTO_BWGTLBEBB,Gen10LP,A0,0,ebb,1,
PS2_GAMTO_BWGTLBEBB_READ,Gen10LP,A0,0,ebb,1,
PS2_GAMTO_BWGTLBEBB_WRITE,Gen10LP,A0,0,ebb,1,
PS0_GAMWC,Gen10LP,A0,18.61,syn,1,
PS1_GAMWC,Gen10LP,A0,20.86,syn,1,
PS2_GAMWC_Read_Hit,Gen10LP,A0,17.28,syn,1,
PS2_GAMWC_Write_hit,Gen10LP,A0,28.11,syn,1,
PS2_GAMWC_Hit_on_Miss,Gen10LP,A0,31.13,syn,1,
PS0_GAMWC_PENDQEBB,Gen10LP,A0,0,ebb,1,
PS2_GAMWC_PENDQEBB_READ,Gen10LP,A0,0,ebb,1,
PS2_GAMWC_PENDQEBB_WRITE,Gen10LP,A0,0,ebb,1,
PS0_GAMWD,Gen10LP,A0,12.47,syn,1,
PS1_GAMWD,Gen10LP,A0,12.83,syn,1,
PS2_GAMWD_MISS,Gen10LP,A0,33.8,syn,1,
PS0_GAMWD_WRKPDEBB,Gen10LP,A0,0,ebb,1,
PS2_GAMWD_WRKPD_READ,Gen10LP,A0,0,syn,1,
PS2_GAMWD_WRKPD_WRITE,Gen10LP,A0,0,syn,1,
PS0_GAMVTD,Gen10LP,A0,2.92,syn,1,
PS1_GAMVTD,Gen10LP,A0,2.92,syn,1,
PS2_GAMVTD,Gen10LP,A0,12.89,syn,1,
PS0_GAPC,Gen10LP,A0,1.03,syn,1,
PS1_GAPC,Gen10LP,A0,1.93,syn,1,
PS2_GAPC,Gen10LP,A0,2.67,syn,1,
PS0_GAPS,Gen10LP,A0,4.42,syn,1,
PS1_GAPS,Gen10LP,A0,9.93,syn,1,
PS2_GAPS,Gen10LP,A0,13.52,syn,1,
PS0_GAPZ,Gen10LP,A0,1.63,syn,1,
PS1_GAPZ,Gen10LP,A0,2.31,syn,1,
PS2_GAPZ,Gen10LP,A0,4.05,syn,1,
PS0_GASS,Gen10LP,A0,0.67,syn,1,
PS1_GASS,Gen10LP,A0,1.26,syn,1,
PS2_GASS,Gen10LP,A0,1.74,syn,1,
PS0_SARB,Gen10LP,A0,4.15,syn,1,
PS1_SARB,Gen10LP,A0,7.76,syn,1,
PS2_SARB,Gen10LP,A0,10.73,syn,1,
PS0_GACFG,Gen10LP,A0,0.81,syn,1,
PS1_GACFG,Gen10LP,A0,1.52,syn,1,
PS2_GACFG,Gen10LP,A0,2.11,syn,1,
PS0_GAV,Gen10LP,A0,1.16,syn,1,
PS1_GAV,Gen10LP,A0,2.17,syn,1,
PS2_GAV,Gen10LP,A0,3,syn,1,
PS0_GAC,Gen10LP,A0,1.8,syn,1,
PS1_GAC,Gen10LP,A0,3.36,syn,1,
PS2_GAC,Gen10LP,A0,4.64,syn,1,
PS0_GAB,Gen10LP,A0,1.55,syn,1,
PS1_GAB,Gen10LP,A0,2.89,syn,1,
PS2_GAB,Gen10LP,A0,3.99,syn,1,
PS0_GACX,Gen10LP,A0,1.32,syn,1,
PS1_GACX,Gen10LP,A0,2.47,syn,1,
PS2_GACX,Gen10LP,A0,3.41,syn,1,
Gam_glue_power,Gen10LP,A0,0,syn,1,
EM_add_floatbypass_10%,Gen10LP,A0,13.49841346,syn,1,
EM_add_floatbypass_20%,Gen10LP,A0,13.49841346,syn,1,
EM_add_floatbypass_30%,Gen10LP,A0,13.49841346,syn,1,
EM_add_floatbypass_40%,Gen10LP,A0,13.49841346,syn,1,
EM_add_floatbypass_55%,Gen10LP,A0,13.49841346,syn,1,
EM_add_fp16_10%,Gen10LP,A0,22.83841346,syn,1,
EM_add_fp16_20%,Gen10LP,A0,22.83841346,syn,1,
EM_add_fp16_30%,Gen10LP,A0,22.83841346,syn,1,
EM_add_fp16_40%,Gen10LP,A0,22.83841346,syn,1,
EM_add_fp16_55%,Gen10LP,A0,22.83841346,syn,1,
EM_add_fp32_10%,Gen10LP,A0,24.25841346,syn,1,
EM_add_fp32_20%,Gen10LP,A0,24.25841346,syn,1,
EM_add_fp32_30%,Gen10LP,A0,24.25841346,syn,1,
EM_add_fp32_40%,Gen10LP,A0,24.25841346,syn,1,
EM_add_fp32_55%,Gen10LP,A0,24.25841346,syn,1,
EM_add_fp64_10%,Gen10LP,A0,19.43841346,syn,1,
EM_add_fp64_20%,Gen10LP,A0,19.43841346,syn,1,
EM_add_fp64_30%,Gen10LP,A0,19.43841346,syn,1,
EM_add_fp64_40%,Gen10LP,A0,19.43841346,syn,1,
EM_add_fp64_55%,Gen10LP,A0,19.43841346,syn,1,
EM_add_int16_10%,Gen10LP,A0,16.43841346,syn,1,
EM_add_int16_20%,Gen10LP,A0,16.43841346,syn,1,
EM_add_int16_30%,Gen10LP,A0,16.43841346,syn,1,
EM_add_int16_40%,Gen10LP,A0,16.43841346,syn,1,
EM_add_int16_55%,Gen10LP,A0,16.43841346,syn,1,
EM_add_int32_10%,Gen10LP,A0,17.22841346,syn,1,
EM_add_int32_20%,Gen10LP,A0,17.22841346,syn,1,
EM_add_int32_30%,Gen10LP,A0,17.22841346,syn,1,
EM_add_int32_40%,Gen10LP,A0,17.22841346,syn,1,
EM_add_int32_55%,Gen10LP,A0,17.22841346,syn,1,
EM_add_int64_10%,Gen10LP,A0,16.99841346,syn,1,
EM_add_int64_20%,Gen10LP,A0,16.99841346,syn,1,
EM_add_int64_30%,Gen10LP,A0,16.99841346,syn,1,
EM_add_int64_40%,Gen10LP,A0,16.99841346,syn,1,
EM_add_int64_55%,Gen10LP,A0,16.99841346,syn,1,
EM_add_intbypass_10%,Gen10LP,A0,9.658413464,syn,1,
EM_add_intbypass_20%,Gen10LP,A0,9.658413464,syn,1,
EM_add_intbypass_30%,Gen10LP,A0,9.658413464,syn,1,
EM_add_intbypass_40%,Gen10LP,A0,9.658413464,syn,1,
EM_add_intbypass_55%,Gen10LP,A0,9.658413464,syn,1,
EM_cmp_floatbypass_10%,Gen10LP,A0,3.958413464,syn,1,
EM_cmp_floatbypass_20%,Gen10LP,A0,3.958413464,syn,1,
EM_cmp_floatbypass_30%,Gen10LP,A0,3.958413464,syn,1,
EM_cmp_floatbypass_40%,Gen10LP,A0,3.958413464,syn,1,
EM_cmp_floatbypass_55%,Gen10LP,A0,3.958413464,syn,1,
EM_cmp_fp16_10%,Gen10LP,A0,14.00841346,syn,1,
EM_cmp_fp16_20%,Gen10LP,A0,14.00841346,syn,1,
EM_cmp_fp16_30%,Gen10LP,A0,14.00841346,syn,1,
EM_cmp_fp16_40%,Gen10LP,A0,14.00841346,syn,1,
EM_cmp_fp16_55%,Gen10LP,A0,14.00841346,syn,1,
EM_cmp_fp32_10%,Gen10LP,A0,17.47841346,syn,1,
EM_cmp_fp32_20%,Gen10LP,A0,17.47841346,syn,1,
EM_cmp_fp32_30%,Gen10LP,A0,17.47841346,syn,1,
EM_cmp_fp32_40%,Gen10LP,A0,17.47841346,syn,1,
EM_cmp_fp32_55%,Gen10LP,A0,17.47841346,syn,1,
EM_cmp_fp64_10%,Gen10LP,A0,18.49841346,syn,1,
EM_cmp_fp64_20%,Gen10LP,A0,18.49841346,syn,1,
EM_cmp_fp64_30%,Gen10LP,A0,18.49841346,syn,1,
EM_cmp_fp64_40%,Gen10LP,A0,18.49841346,syn,1,
EM_cmp_fp64_55%,Gen10LP,A0,18.49841346,syn,1,
EM_cmp_int16_10%,Gen10LP,A0,16.54841346,syn,1,
EM_cmp_int16_20%,Gen10LP,A0,16.54841346,syn,1,
EM_cmp_int16_30%,Gen10LP,A0,16.54841346,syn,1,
EM_cmp_int16_40%,Gen10LP,A0,16.54841346,syn,1,
EM_cmp_int16_55%,Gen10LP,A0,16.54841346,syn,1,
EM_cmp_int32_10%,Gen10LP,A0,15.32841346,syn,1,
EM_cmp_int32_20%,Gen10LP,A0,15.32841346,syn,1,
EM_cmp_int32_30%,Gen10LP,A0,15.32841346,syn,1,
EM_cmp_int32_40%,Gen10LP,A0,15.32841346,syn,1,
EM_cmp_int32_55%,Gen10LP,A0,15.32841346,syn,1,
EM_cmp_int64_10%,Gen10LP,A0,14.95841346,syn,1,
EM_cmp_int64_20%,Gen10LP,A0,14.95841346,syn,1,
EM_cmp_int64_30%,Gen10LP,A0,14.95841346,syn,1,
EM_cmp_int64_40%,Gen10LP,A0,14.95841346,syn,1,
EM_cmp_int64_55%,Gen10LP,A0,14.95841346,syn,1,
