State,Source,Stepping,Weight,Type,RefGC,Comments
INSTR_DP2_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP2_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_DP2_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP2_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_DP2_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP2_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_DP2_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP2_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP2_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP2_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP2_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP2_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_DP2_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_DP2_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_DP2_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_DP2_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_DP2_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_DP2_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_DP2_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_DP2_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_DP2_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_DP3_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_DP3_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_DP3_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_DP3_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_DP3_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_DP3_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_DP3_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_DP3_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_DP3_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_DP3_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP3_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_DP3_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP3_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_DP3_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP3_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_DP3_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP3_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP3_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP3_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP3_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP3_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_DP3_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_DP3_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_DP3_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_DP3_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_DP3_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_DP3_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_DP3_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_DP3_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_DP3_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_DP4_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_DP4_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_DP4_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_DP4_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_DP4_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_DP4_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_DP4_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_DP4_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_DP4_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_DP4_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP4_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_DP4_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP4_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_DP4_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP4_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_DP4_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP4_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP4_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP4_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DP4_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DP4_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_DP4_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_DP4_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_DP4_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_DP4_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_DP4_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_DP4_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_DP4_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_DP4_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_DP4_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_DPH_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_DPH_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_DPH_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_DPH_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_DPH_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_DPH_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_DPH_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_DPH_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_DPH_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_DPH_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DPH_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_DPH_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DPH_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_DPH_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DPH_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_DPH_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DPH_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DPH_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DPH_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_DPH_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_DPH_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_DPH_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_DPH_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_DPH_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_DPH_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_DPH_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_DPH_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_DPH_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_DPH_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_DPH_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_F16TO32_UW_EM,Gen8,A0,23.832,syn,397435,
INSTR_F16TO32_UW_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_F16TO32_UW_FPU,Gen8,A0,28.519,syn,397435,
INSTR_F16TO32_UW_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_F16TO32_W_EM,Gen8,A0,23.832,syn,397435,
INSTR_F16TO32_W_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_F16TO32_W_FPU,Gen8,A0,28.519,syn,397435,
INSTR_F16TO32_W_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_F16TO32_UD_EM,Gen8,A0,31.084,syn,397435,
INSTR_F16TO32_UD_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_F16TO32_UD_FPU,Gen8,A0,40.206,syn,397435,
INSTR_F16TO32_UD_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_F16TO32_D_EM,Gen8,A0,31.084,syn,397435,
INSTR_F16TO32_D_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_F16TO32_D_FPU,Gen8,A0,40.206,syn,397435,
INSTR_F16TO32_D_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_F16TO32_UQ_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_F16TO32_UQ_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_F16TO32_Q_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_F16TO32_Q_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_F16TO32_HF_EM,Gen8,A0,22.423,syn,397435,
INSTR_F16TO32_HF_EM,Gen9LPClient,A0,38.9505,syn,416823,
INSTR_F16TO32_HF_FPU,Gen8,A0,28.014,syn,397435,
INSTR_F16TO32_HF_FPU,Gen9LPClient,A0,43.0566,syn,416823,
INSTR_F16TO32_F_EM,Gen8,A0,23.832,syn,397435,
INSTR_F16TO32_F_EM,Gen9LPClient,A0,31.0606,syn,416823,
INSTR_F16TO32_F_FPU,Gen8,A0,28.519,syn,397435,
INSTR_F16TO32_F_FPU,Gen9LPClient,A0,32.7057,syn,416823,
INSTR_F16TO32_DF_EM,Gen9LPClient,A0,30.2404,syn,416823,
INSTR_F16TO32_DF_FPU,Gen9LPClient,A0,33.3145,syn,416823,
INSTR_F32TO16_UW_EM,Gen8,A0,23.832,syn,397435,
INSTR_F32TO16_UW_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_F32TO16_UW_FPU,Gen8,A0,28.519,syn,397435,
INSTR_F32TO16_UW_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_F32TO16_W_EM,Gen8,A0,23.832,syn,397435,
INSTR_F32TO16_W_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_F32TO16_W_FPU,Gen8,A0,28.519,syn,397435,
INSTR_F32TO16_W_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_F32TO16_UD_EM,Gen8,A0,31.084,syn,397435,
INSTR_F32TO16_UD_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_F32TO16_UD_FPU,Gen8,A0,40.206,syn,397435,
INSTR_F32TO16_UD_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_F32TO16_D_EM,Gen8,A0,31.084,syn,397435,
INSTR_F32TO16_D_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_F32TO16_D_FPU,Gen8,A0,40.206,syn,397435,
INSTR_F32TO16_D_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_F32TO16_UQ_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_F32TO16_UQ_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_F32TO16_Q_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_F32TO16_Q_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_F32TO16_HF_EM,Gen8,A0,22.423,syn,397435,
INSTR_F32TO16_HF_EM,Gen9LPClient,A0,38.9505,syn,416823,
INSTR_F32TO16_HF_FPU,Gen8,A0,28.014,syn,397435,
INSTR_F32TO16_HF_FPU,Gen9LPClient,A0,43.0566,syn,416823,
INSTR_F32TO16_F_EM,Gen8,A0,23.832,syn,397435,
INSTR_F32TO16_F_EM,Gen9LPClient,A0,31.0606,syn,416823,
INSTR_F32TO16_F_FPU,Gen8,A0,28.519,syn,397435,
INSTR_F32TO16_F_FPU,Gen9LPClient,A0,32.7057,syn,416823,
INSTR_F32TO16_DF_EM,Gen9LPClient,A0,30.2404,syn,416823,
INSTR_F32TO16_DF_FPU,Gen9LPClient,A0,33.3145,syn,416823,
INSTR_FBH_UW_EM,Gen8,A0,23.832,syn,397435,
INSTR_FBH_UW_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_FBH_UW_FPU,Gen8,A0,28.519,syn,397435,
INSTR_FBH_UW_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_FBH_W_EM,Gen8,A0,23.832,syn,397435,
INSTR_FBH_W_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_FBH_W_FPU,Gen8,A0,28.519,syn,397435,
INSTR_FBH_W_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_FBH_UD_EM,Gen8,A0,31.084,syn,397435,
INSTR_FBH_UD_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_FBH_UD_FPU,Gen8,A0,40.206,syn,397435,
INSTR_FBH_UD_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_FBH_D_EM,Gen8,A0,31.084,syn,397435,
INSTR_FBH_D_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_FBH_D_FPU,Gen8,A0,40.206,syn,397435,
INSTR_FBH_D_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_FBH_UQ_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_FBH_UQ_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_FBH_Q_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_FBH_Q_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_FBH_HF_EM,Gen8,A0,22.423,syn,397435,
INSTR_FBH_HF_EM,Gen9LPClient,A0,38.9505,syn,416823,
INSTR_FBH_HF_FPU,Gen8,A0,28.014,syn,397435,
INSTR_FBH_HF_FPU,Gen9LPClient,A0,43.0566,syn,416823,
INSTR_FBH_F_EM,Gen8,A0,23.832,syn,397435,
INSTR_FBH_F_EM,Gen9LPClient,A0,31.0606,syn,416823,
INSTR_FBH_F_FPU,Gen8,A0,28.519,syn,397435,
INSTR_FBH_F_FPU,Gen9LPClient,A0,32.7057,syn,416823,
INSTR_FBH_DF_EM,Gen9LPClient,A0,30.2404,syn,416823,
INSTR_FBH_DF_FPU,Gen9LPClient,A0,33.3145,syn,416823,
INSTR_FBL_UW_EM,Gen8,A0,23.832,syn,397435,
INSTR_FBL_UW_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_FBL_UW_FPU,Gen8,A0,28.519,syn,397435,
INSTR_FBL_UW_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_FBL_W_EM,Gen8,A0,23.832,syn,397435,
INSTR_FBL_W_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_FBL_W_FPU,Gen8,A0,28.519,syn,397435,
INSTR_FBL_W_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_FBL_UD_EM,Gen8,A0,31.084,syn,397435,
INSTR_FBL_UD_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_FBL_UD_FPU,Gen8,A0,40.206,syn,397435,
INSTR_FBL_UD_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_FBL_D_EM,Gen8,A0,31.084,syn,397435,
INSTR_FBL_D_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_FBL_D_FPU,Gen8,A0,40.206,syn,397435,
INSTR_FBL_D_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_FBL_UQ_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_FBL_UQ_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_FBL_Q_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_FBL_Q_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_FBL_HF_EM,Gen8,A0,22.423,syn,397435,
INSTR_FBL_HF_EM,Gen9LPClient,A0,38.9505,syn,416823,
INSTR_FBL_HF_FPU,Gen8,A0,28.014,syn,397435,
INSTR_FBL_HF_FPU,Gen9LPClient,A0,43.0566,syn,416823,
INSTR_FBL_F_EM,Gen8,A0,23.832,syn,397435,
INSTR_FBL_F_EM,Gen9LPClient,A0,31.0606,syn,416823,
INSTR_FBL_F_FPU,Gen8,A0,28.519,syn,397435,
INSTR_FBL_F_FPU,Gen9LPClient,A0,32.7057,syn,416823,
INSTR_FBL_DF_EM,Gen9LPClient,A0,30.2404,syn,416823,
INSTR_FBL_DF_FPU,Gen9LPClient,A0,33.3145,syn,416823,
INSTR_FRC_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_FRC_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_FRC_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_FRC_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_FRC_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_FRC_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_FRC_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_FRC_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_FRC_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_FRC_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_FRC_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_FRC_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_FRC_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_FRC_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_FRC_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_FRC_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_FRC_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_FRC_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_FRC_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_FRC_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_FRC_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_FRC_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_FRC_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_FRC_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_FRC_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_FRC_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_FRC_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_FRC_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_FRC_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_FRC_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_LINE_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_LINE_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_LINE_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_LINE_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_LINE_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_LINE_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_LINE_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_LINE_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_LINE_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_LINE_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_LINE_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_LINE_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_LINE_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_LINE_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_LINE_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_LINE_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_LINE_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_LINE_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_LINE_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_LINE_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_LINE_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_LINE_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_LINE_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_LINE_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_LINE_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_LINE_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_LINE_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_LINE_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_LINE_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_LINE_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_LZD_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_LZD_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_LZD_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_LZD_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_LZD_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_LZD_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_LZD_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_LZD_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_LZD_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_LZD_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_LZD_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_LZD_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_LZD_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_LZD_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_LZD_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_LZD_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_LZD_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_LZD_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_LZD_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_LZD_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_LZD_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_LZD_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_LZD_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_LZD_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_LZD_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_LZD_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_LZD_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_LZD_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_LZD_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_LZD_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_LRP_UW_EM,Gen8,A0,100.057,syn,397435,
INSTR_LRP_UW_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_UW_FPU,Gen8,A0,107.333,syn,397435,
INSTR_LRP_UW_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_W_EM,Gen8,A0,100.057,syn,397435,
INSTR_LRP_W_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_W_FPU,Gen8,A0,107.333,syn,397435,
INSTR_LRP_W_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_UD_EM,Gen8,A0,105.942,syn,397435,
INSTR_LRP_UD_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_UD_FPU,Gen8,A0,113.647,syn,397435,
INSTR_LRP_UD_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_D_EM,Gen8,A0,105.942,syn,397435,
INSTR_LRP_D_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_D_FPU,Gen8,A0,113.647,syn,397435,
INSTR_LRP_D_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_UQ_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_UQ_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_Q_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_Q_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_HF_EM,Gen8,A0,70.628,syn,397435,
INSTR_LRP_HF_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_HF_FPU,Gen8,A0,75.765,syn,397435,
INSTR_LRP_HF_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_F_EM,Gen8,A0,117.714,syn,397435,
INSTR_LRP_F_EM,Gen9LPClient,A0,74.1357,syn,416823,
INSTR_LRP_F_FPU,Gen8,A0,126.275,syn,397435,
INSTR_LRP_F_FPU,Gen9LPClient,A0,76.2688,syn,416823,
INSTR_LRP_DF_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_DF_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_MAC_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_MAC_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_MAC_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_MAC_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_MAC_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_MAC_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_MAC_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_MAC_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_MAC_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_MAC_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAC_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_MAC_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAC_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_MAC_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAC_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_MAC_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAC_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAC_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAC_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAC_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAC_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_MAC_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
