State,Source,Stepping,Weight,Type,GC,COMMENT,UNIT,CLUSTER,Annealing/TR
EM_sel_int16_10%,Gen8,B0,15.91,syn,397435.00,,EM,EU,
EM_sel_int16_20%,Gen8,B0,24.35,syn,397435.00,,EM,EU,
EM_sel_int16_30%,Gen8,B0,26.55,syn,397435.00,,EM,EU,
EM_sel_int16_40%,Gen8,B0,31.32,syn,397435.00,,EM,EU,
EM_sel_int16_55%,Gen8,B0,36.84,syn,397435.00,,EM,EU,
EM_sel_int32_10%,Gen8,B0,20.34,syn,397435.00,,EM,EU,
EM_sel_int32_20%,Gen8,B0,20.80,syn,397435.00,,EM,EU,
EM_sel_int32_30%,Gen8,B0,24.50,syn,397435.00,,EM,EU,
EM_sel_int32_40%,Gen8,B0,30.28,syn,397435.00,,EM,EU,
EM_sel_int32_55%,Gen8,B0,43.56,syn,397435.00,,EM,EU,
EM_sel_int64_10%,Gen8,B0,20.45,syn,397435.00,,EM,EU,
EM_sel_int64_20%,Gen8,B0,23.52,syn,397435.00,,EM,EU,
EM_sel_int64_30%,Gen8,B0,26.77,syn,397435.00,,EM,EU,
EM_sel_int64_40%,Gen8,B0,34.89,syn,397435.00,,EM,EU,
EM_sel_int64_55%,Gen8,B0,41.41,syn,397435.00,,EM,EU,
EM_sel_intbypass_10%,Gen8,B0,20.34,syn,397435.00,,EM,EU,
EM_sel_intbypass_20%,Gen8,B0,20.80,syn,397435.00,,EM,EU,
EM_sel_intbypass_30%,Gen8,B0,24.50,syn,397435.00,,EM,EU,
EM_sel_intbypass_40%,Gen8,B0,30.28,syn,397435.00,,EM,EU,
EM_sel_intbypass_55%,Gen8,B0,43.56,syn,397435.00,,EM,EU,
EM_transc_bypass_10%,Gen8,B0,39.84,syn,397435.00,,EM,EU,
EM_transc_bypass_20%,Gen8,B0,43.21,syn,397435.00,,EM,EU,
EM_transc_bypass_30%,Gen8,B0,44.67,syn,397435.00,,EM,EU,
EM_transc_bypass_40%,Gen8,B0,46.66,syn,397435.00,,EM,EU,
EM_transc_bypass_55%,Gen8,B0,47.44,syn,397435.00,,EM,EU,
EM_transc_fp16_10%,Gen8,B0,28.88,syn,397435.00,,EM,EU,
EM_transc_fp16_20%,Gen8,B0,26.34,syn,397435.00,,EM,EU,
EM_transc_fp16_30%,Gen8,B0,27.65,syn,397435.00,,EM,EU,
EM_transc_fp16_40%,Gen8,B0,28.00,syn,397435.00,,EM,EU,
EM_transc_fp16_55%,Gen8,B0,26.69,syn,397435.00,,EM,EU,
EM_transc_fp32_10%,Gen8,B0,39.84,syn,397435.00,,EM,EU,
EM_transc_fp32_20%,Gen8,B0,43.21,syn,397435.00,,EM,EU,
EM_transc_fp32_30%,Gen8,B0,44.67,syn,397435.00,,EM,EU,
EM_transc_fp32_40%,Gen8,B0,46.66,syn,397435.00,,EM,EU,
EM_transc_fp32_55%,Gen8,B0,47.44,syn,397435.00,,EM,EU,
EM_transc_fp64_10%,Gen8,B0,39.84,syn,397435.00,,EM,EU,
EM_transc_fp64_20%,Gen8,B0,43.21,syn,397435.00,,EM,EU,
EM_transc_fp64_30%,Gen8,B0,44.67,syn,397435.00,,EM,EU,
EM_transc_fp64_40%,Gen8,B0,46.66,syn,397435.00,,EM,EU,
EM_transc_fp64_55%,Gen8,B0,47.44,syn,397435.00,,EM,EU,
EM_transc_int16_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int16_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int16_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int16_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int16_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int32_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int32_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int32_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int32_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int32_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int64_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int64_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int64_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int64_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_int64_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_intbypass_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_intbypass_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_intbypass_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_intbypass_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_transc_intbypass_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
FPU_add_floatbypass_10%,Gen8,B0,22.44,syn,397435.00,0,FPU,EU,
FPU_add_floatbypass_20%,Gen8,B0,25.64,syn,397435.00,0,FPU,EU,
FPU_add_floatbypass_30%,Gen8,B0,26.86,syn,397435.00,0,FPU,EU,
FPU_add_floatbypass_40%,Gen8,B0,28.27,syn,397435.00,0,FPU,EU,
FPU_add_floatbypass_55%,Gen8,B0,28.51,syn,397435.00,0,FPU,EU,
FPU_add_fp16_10%,Gen8,B0,43.38,syn,397435.00,0,FPU,EU,
FPU_add_fp16_20%,Gen8,B0,40.86,syn,397435.00,0,FPU,EU,
FPU_add_fp16_30%,Gen8,B0,45.69,syn,397435.00,0,FPU,EU,
FPU_add_fp16_40%,Gen8,B0,50.44,syn,397435.00,0,FPU,EU,
FPU_add_fp16_55%,Gen8,B0,49.77,syn,397435.00,0,FPU,EU,
FPU_add_fp32_10%,Gen8,B0,42.27,syn,397435.00,0,FPU,EU,
FPU_add_fp32_20%,Gen8,B0,48.29,syn,397435.00,0,FPU,EU,
FPU_add_fp32_30%,Gen8,B0,50.58,syn,397435.00,0,FPU,EU,
FPU_add_fp32_40%,Gen8,B0,53.24,syn,397435.00,0,FPU,EU,
FPU_add_fp32_55%,Gen8,B0,53.69,syn,397435.00,0,FPU,EU,
FPU_add_fp64_10%,Gen8,B0,32.33,syn,397435.00,0,FPU,EU,
FPU_add_fp64_20%,Gen8,B0,35.28,syn,397435.00,0,FPU,EU,
FPU_add_fp64_30%,Gen8,B0,39.89,syn,397435.00,0,FPU,EU,
FPU_add_fp64_40%,Gen8,B0,42.22,syn,397435.00,0,FPU,EU,
FPU_add_fp64_55%,Gen8,B0,45.15,syn,397435.00,0,FPU,EU,
FPU_add_int16_10%,Gen8,B0,23.42,syn,397435.00,0,FPU,EU,
FPU_add_int16_20%,Gen8,B0,29.28,syn,397435.00,0,FPU,EU,
FPU_add_int16_30%,Gen8,B0,32.37,syn,397435.00,0,FPU,EU,
FPU_add_int16_40%,Gen8,B0,36.39,syn,397435.00,0,FPU,EU,
FPU_add_int16_55%,Gen8,B0,45.71,syn,397435.00,0,FPU,EU,
FPU_add_int32_10%,Gen8,B0,23.69,syn,397435.00,0,FPU,EU,
FPU_add_int32_20%,Gen8,B0,29.65,syn,397435.00,0,FPU,EU,
FPU_add_int32_30%,Gen8,B0,33.69,syn,397435.00,0,FPU,EU,
FPU_add_int32_40%,Gen8,B0,38.69,syn,397435.00,0,FPU,EU,
FPU_add_int32_55%,Gen8,B0,49.71,syn,397435.00,0,FPU,EU,
FPU_add_int64_10%,Gen8,B0,23.68,syn,397435.00,0,FPU,EU,
FPU_add_int64_20%,Gen8,B0,26.43,syn,397435.00,0,FPU,EU,
FPU_add_int64_30%,Gen8,B0,30.25,syn,397435.00,0,FPU,EU,
FPU_add_int64_40%,Gen8,B0,33.76,syn,397435.00,0,FPU,EU,
FPU_add_int64_55%,Gen8,B0,38.45,syn,397435.00,0,FPU,EU,
FPU_add_intbypass_10%,Gen8,B0,12.58,syn,397435.00,0,FPU,EU,
FPU_add_intbypass_20%,Gen8,B0,15.74,syn,397435.00,0,FPU,EU,
FPU_add_intbypass_30%,Gen8,B0,17.89,syn,397435.00,0,FPU,EU,
FPU_add_intbypass_40%,Gen8,B0,20.54,syn,397435.00,0,FPU,EU,
FPU_add_intbypass_55%,Gen8,B0,26.40,syn,397435.00,0,FPU,EU,
FPU_cmp_floatbypass_10%,Gen8,B0,11.83,syn,397435.00,0,FPU,EU,
FPU_cmp_floatbypass_20%,Gen8,B0,17.84,syn,397435.00,0,FPU,EU,
FPU_cmp_floatbypass_30%,Gen8,B0,20.37,syn,397435.00,0,FPU,EU,
FPU_cmp_floatbypass_40%,Gen8,B0,23.13,syn,397435.00,0,FPU,EU,
FPU_cmp_floatbypass_55%,Gen8,B0,27.78,syn,397435.00,0,FPU,EU,
FPU_cmp_fp16_10%,Gen8,B0,27.11,syn,397435.00,0,FPU,EU,
FPU_cmp_fp16_20%,Gen8,B0,28.81,syn,397435.00,0,FPU,EU,
FPU_cmp_fp16_30%,Gen8,B0,33.28,syn,397435.00,0,FPU,EU,
FPU_cmp_fp16_40%,Gen8,B0,26.57,syn,397435.00,0,FPU,EU,
FPU_cmp_fp16_55%,Gen8,B0,35.57,syn,397435.00,0,FPU,EU,
FPU_cmp_fp32_10%,Gen8,B0,16.70,syn,397435.00,0,FPU,EU,
FPU_cmp_fp32_20%,Gen8,B0,25.19,syn,397435.00,0,FPU,EU,
FPU_cmp_fp32_30%,Gen8,B0,28.77,syn,397435.00,0,FPU,EU,
FPU_cmp_fp32_40%,Gen8,B0,32.67,syn,397435.00,0,FPU,EU,
FPU_cmp_fp32_55%,Gen8,B0,39.23,syn,397435.00,0,FPU,EU,
FPU_cmp_fp64_10%,Gen8,B0,29.62,syn,397435.00,0,FPU,EU,
FPU_cmp_fp64_20%,Gen8,B0,30.71,syn,397435.00,0,FPU,EU,
FPU_cmp_fp64_30%,Gen8,B0,40.50,syn,397435.00,0,FPU,EU,
FPU_cmp_fp64_40%,Gen8,B0,40.17,syn,397435.00,0,FPU,EU,
FPU_cmp_fp64_55%,Gen8,B0,40.20,syn,397435.00,0,FPU,EU,
FPU_cmp_int16_10%,Gen8,B0,22.22,syn,397435.00,0,FPU,EU,
FPU_cmp_int16_20%,Gen8,B0,28.17,syn,397435.00,0,FPU,EU,
FPU_cmp_int16_30%,Gen8,B0,30.62,syn,397435.00,0,FPU,EU,
FPU_cmp_int16_40%,Gen8,B0,35.23,syn,397435.00,0,FPU,EU,
FPU_cmp_int16_55%,Gen8,B0,44.85,syn,397435.00,0,FPU,EU,
FPU_cmp_int32_10%,Gen8,B0,16.91,syn,397435.00,0,FPU,EU,
FPU_cmp_int32_20%,Gen8,B0,24.57,syn,397435.00,0,FPU,EU,
FPU_cmp_int32_30%,Gen8,B0,27.38,syn,397435.00,0,FPU,EU,
FPU_cmp_int32_40%,Gen8,B0,41.24,syn,397435.00,0,FPU,EU,
FPU_cmp_int32_55%,Gen8,B0,51.63,syn,397435.00,0,FPU,EU,
FPU_cmp_int64_10%,Gen8,B0,21.04,syn,397435.00,0,FPU,EU,
FPU_cmp_int64_20%,Gen8,B0,23.69,syn,397435.00,0,FPU,EU,
FPU_cmp_int64_30%,Gen8,B0,26.46,syn,397435.00,0,FPU,EU,
FPU_cmp_int64_40%,Gen8,B0,30.84,syn,397435.00,0,FPU,EU,
FPU_cmp_int64_55%,Gen8,B0,35.26,syn,397435.00,0,FPU,EU,
FPU_cmp_intbypass_10%,Gen8,B0,8.98,syn,397435.00,0,FPU,EU,
FPU_cmp_intbypass_20%,Gen8,B0,13.05,syn,397435.00,0,FPU,EU,
FPU_cmp_intbypass_30%,Gen8,B0,14.54,syn,397435.00,0,FPU,EU,
FPU_cmp_intbypass_40%,Gen8,B0,21.90,syn,397435.00,0,FPU,EU,
FPU_cmp_intbypass_55%,Gen8,B0,27.41,syn,397435.00,0,FPU,EU,
FPU_mac_floatbypass_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mac_floatbypass_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mac_floatbypass_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mac_floatbypass_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mac_floatbypass_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mac_fp16_10%,Gen8,B0,31.43,syn,397435.00,,FPU,EU,
FPU_mac_fp16_20%,Gen8,B0,37.06,syn,397435.00,,FPU,EU,
FPU_mac_fp16_30%,Gen8,B0,39.84,syn,397435.00,,FPU,EU,
FPU_mac_fp16_40%,Gen8,B0,40.98,syn,397435.00,,FPU,EU,
FPU_mac_fp16_55%,Gen8,B0,40.54,syn,397435.00,,FPU,EU,
FPU_mac_fp32_10%,Gen8,B0,52.22,syn,397435.00,,FPU,EU,
FPU_mac_fp32_20%,Gen8,B0,55.98,syn,397435.00,,FPU,EU,
FPU_mac_fp32_30%,Gen8,B0,50.11,syn,397435.00,,FPU,EU,
FPU_mac_fp32_40%,Gen8,B0,53.12,syn,397435.00,,FPU,EU,
FPU_mac_fp32_55%,Gen8,B0,54.69,syn,397435.00,,FPU,EU,
FPU_mac_fp64_10%,Gen8,B0,34.06,syn,397435.00,,FPU,EU,
FPU_mac_fp64_20%,Gen8,B0,35.73,syn,397435.00,,FPU,EU,
FPU_mac_fp64_30%,Gen8,B0,35.15,syn,397435.00,,FPU,EU,
FPU_mac_fp64_40%,Gen8,B0,35.94,syn,397435.00,,FPU,EU,
FPU_mac_fp64_55%,Gen8,B0,38.00,syn,397435.00,,FPU,EU,
FPU_mac_int16_10%,Gen8,B0,56.39,syn,397435.00,,FPU,EU,
FPU_mac_int16_20%,Gen8,B0,60.60,syn,397435.00,,FPU,EU,
FPU_mac_int16_30%,Gen8,B0,62.71,syn,397435.00,,FPU,EU,
FPU_mac_int16_40%,Gen8,B0,65.81,syn,397435.00,,FPU,EU,
FPU_mac_int16_55%,Gen8,B0,71.00,syn,397435.00,,FPU,EU,
FPU_mac_int32_10%,Gen8,B0,56.39,syn,397435.00,,FPU,EU,
FPU_mac_int32_20%,Gen8,B0,60.60,syn,397435.00,,FPU,EU,
FPU_mac_int32_30%,Gen8,B0,62.71,syn,397435.00,,FPU,EU,
FPU_mac_int32_40%,Gen8,B0,65.81,syn,397435.00,,FPU,EU,
FPU_mac_int32_55%,Gen8,B0,71.00,syn,397435.00,,FPU,EU,
FPU_mac_int64_10%,Gen8,B0,56.39,syn,397435.00,,FPU,EU,
FPU_mac_int64_20%,Gen8,B0,60.60,syn,397435.00,,FPU,EU,
FPU_mac_int64_30%,Gen8,B0,62.71,syn,397435.00,,FPU,EU,
FPU_mac_int64_40%,Gen8,B0,65.81,syn,397435.00,,FPU,EU,
FPU_mac_int64_55%,Gen8,B0,71.00,syn,397435.00,,FPU,EU,
FPU_mac_intbypass_10%,Gen8,B0,56.39,syn,397435.00,,FPU,EU,
FPU_mac_intbypass_20%,Gen8,B0,60.60,syn,397435.00,,FPU,EU,
FPU_mac_intbypass_30%,Gen8,B0,62.71,syn,397435.00,,FPU,EU,
FPU_mac_intbypass_40%,Gen8,B0,65.81,syn,397435.00,,FPU,EU,
FPU_mac_intbypass_55%,Gen8,B0,71.00,syn,397435.00,,FPU,EU,
FPU_mad_floatbypass_10%,Gen8,B0,25.49,syn,397435.00,,FPU,EU,
FPU_mad_floatbypass_20%,Gen8,B0,28.94,syn,397435.00,,FPU,EU,
FPU_mad_floatbypass_30%,Gen8,B0,31.12,syn,397435.00,,FPU,EU,
FPU_mad_floatbypass_40%,Gen8,B0,37.10,syn,397435.00,,FPU,EU,
FPU_mad_floatbypass_55%,Gen8,B0,37.81,syn,397435.00,,FPU,EU,
FPU_mad_fp16_10%,Gen8,B0,49.68,syn,397435.00,,FPU,EU,
FPU_mad_fp16_20%,Gen8,B0,55.08,syn,397435.00,,FPU,EU,
FPU_mad_fp16_30%,Gen8,B0,59.72,syn,397435.00,,FPU,EU,
FPU_mad_fp16_40%,Gen8,B0,63.29,syn,397435.00,,FPU,EU,
FPU_mad_fp16_55%,Gen8,B0,70.24,syn,397435.00,,FPU,EU,
FPU_mad_fp32_10%,Gen8,B0,69.52,syn,397435.00,,FPU,EU,
FPU_mad_fp32_20%,Gen8,B0,78.94,syn,397435.00,,FPU,EU,
FPU_mad_fp32_30%,Gen8,B0,84.88,syn,397435.00,,FPU,EU,
FPU_mad_fp32_40%,Gen8,B0,101.19,syn,397435.00,,FPU,EU,
FPU_mad_fp32_55%,Gen8,B0,103.13,syn,397435.00,,FPU,EU,
FPU_mad_fp64_10%,Gen8,B0,62.07,syn,397435.00,,FPU,EU,
FPU_mad_fp64_20%,Gen8,B0,71.23,syn,397435.00,,FPU,EU,
FPU_mad_fp64_30%,Gen8,B0,75.24,syn,397435.00,,FPU,EU,
FPU_mad_fp64_40%,Gen8,B0,81.96,syn,397435.00,,FPU,EU,
FPU_mad_fp64_55%,Gen8,B0,90.25,syn,397435.00,,FPU,EU,
FPU_mad_int16_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int16_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int16_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int16_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int16_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int32_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int32_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int32_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int32_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int32_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int64_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int64_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int64_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int64_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_int64_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_intbypass_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_intbypass_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_intbypass_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_intbypass_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mad_intbypass_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_mov_bypass_10%,Gen8,B0,11.79,syn,397435.00,,FPU,EU,
FPU_mov_bypass_20%,Gen8,B0,13.14,syn,397435.00,,FPU,EU,
FPU_mov_bypass_30%,Gen8,B0,15.37,syn,397435.00,,FPU,EU,
FPU_mov_bypass_40%,Gen8,B0,17.24,syn,397435.00,,FPU,EU,
FPU_mov_bypass_55%,Gen8,B0,19.22,syn,397435.00,,FPU,EU,
FPU_mov_fp16_10%,Gen8,B0,14.03,syn,397435.00,,FPU,EU,
FPU_mov_fp16_20%,Gen8,B0,16.05,syn,397435.00,,FPU,EU,
FPU_mov_fp16_30%,Gen8,B0,16.02,syn,397435.00,,FPU,EU,
FPU_mov_fp16_40%,Gen8,B0,18.64,syn,397435.00,,FPU,EU,
FPU_mov_fp16_55%,Gen8,B0,19.88,syn,397435.00,,FPU,EU,
FPU_mov_fp32_10%,Gen8,B0,11.79,syn,397435.00,,FPU,EU,
FPU_mov_fp32_20%,Gen8,B0,13.14,syn,397435.00,,FPU,EU,
FPU_mov_fp32_30%,Gen8,B0,15.37,syn,397435.00,,FPU,EU,
FPU_mov_fp32_40%,Gen8,B0,17.24,syn,397435.00,,FPU,EU,
FPU_mov_fp32_55%,Gen8,B0,19.22,syn,397435.00,,FPU,EU,
FPU_mov_fp64_10%,Gen8,B0,18.93,syn,397435.00,,FPU,EU,
FPU_mov_fp64_20%,Gen8,B0,20.68,syn,397435.00,,FPU,EU,
FPU_mov_fp64_30%,Gen8,B0,21.98,syn,397435.00,,FPU,EU,
FPU_mov_fp64_40%,Gen8,B0,25.06,syn,397435.00,,FPU,EU,
FPU_mov_fp64_55%,Gen8,B0,28.61,syn,397435.00,,FPU,EU,
FPU_mov_int16_10%,Gen8,B0,12.14,syn,397435.00,,FPU,EU,
FPU_mov_int16_20%,Gen8,B0,15.03,syn,397435.00,,FPU,EU,
FPU_mov_int16_30%,Gen8,B0,16.01,syn,397435.00,,FPU,EU,
FPU_mov_int16_40%,Gen8,B0,18.18,syn,397435.00,,FPU,EU,
FPU_mov_int16_55%,Gen8,B0,22.27,syn,397435.00,,FPU,EU,
FPU_mov_int32_10%,Gen8,B0,12.77,syn,397435.00,,FPU,EU,
FPU_mov_int32_20%,Gen8,B0,14.18,syn,397435.00,,FPU,EU,
FPU_mov_int32_30%,Gen8,B0,14.62,syn,397435.00,,FPU,EU,
FPU_mov_int32_40%,Gen8,B0,17.69,syn,397435.00,,FPU,EU,
FPU_mov_int32_55%,Gen8,B0,21.67,syn,397435.00,,FPU,EU,
FPU_mov_int64_10%,Gen8,B0,18.96,syn,397435.00,,FPU,EU,
FPU_mov_int64_20%,Gen8,B0,20.75,syn,397435.00,,FPU,EU,
FPU_mov_int64_30%,Gen8,B0,22.04,syn,397435.00,,FPU,EU,
FPU_mov_int64_40%,Gen8,B0,25.55,syn,397435.00,,FPU,EU,
FPU_mov_int64_55%,Gen8,B0,29.20,syn,397435.00,,FPU,EU,
FPU_mov_intbypass_10%,Gen8,B0,18.96,syn,397435.00,,FPU,EU,
FPU_mov_intbypass_20%,Gen8,B0,20.75,syn,397435.00,,FPU,EU,
FPU_mov_intbypass_30%,Gen8,B0,22.04,syn,397435.00,,FPU,EU,
FPU_mov_intbypass_40%,Gen8,B0,25.55,syn,397435.00,,FPU,EU,
FPU_mov_intbypass_55%,Gen8,B0,29.20,syn,397435.00,,FPU,EU,
FPU_mul_floatbypass_10%,Gen8,B0,11.01,syn,397435.00,,FPU,EU,
FPU_mul_floatbypass_20%,Gen8,B0,12.51,syn,397435.00,,FPU,EU,
FPU_mul_floatbypass_30%,Gen8,B0,13.98,syn,397435.00,,FPU,EU,
FPU_mul_floatbypass_40%,Gen8,B0,15.37,syn,397435.00,,FPU,EU,
FPU_mul_floatbypass_55%,Gen8,B0,16.99,syn,397435.00,,FPU,EU,
FPU_mul_fp16_10%,Gen8,B0,35.73,syn,397435.00,,FPU,EU,
FPU_mul_fp16_20%,Gen8,B0,44.01,syn,397435.00,,FPU,EU,
FPU_mul_fp16_30%,Gen8,B0,44.91,syn,397435.00,,FPU,EU,
FPU_mul_fp16_40%,Gen8,B0,49.08,syn,397435.00,,FPU,EU,
FPU_mul_fp16_55%,Gen8,B0,52.03,syn,397435.00,,FPU,EU,
FPU_mul_fp32_10%,Gen8,B0,51.32,syn,397435.00,,FPU,EU,
FPU_mul_fp32_20%,Gen8,B0,58.28,syn,397435.00,,FPU,EU,
FPU_mul_fp32_30%,Gen8,B0,65.15,syn,397435.00,,FPU,EU,
FPU_mul_fp32_40%,Gen8,B0,71.60,syn,397435.00,,FPU,EU,
FPU_mul_fp32_55%,Gen8,B0,79.15,syn,397435.00,,FPU,EU,
FPU_mul_fp64_10%,Gen8,B0,61.44,syn,397435.00,,FPU,EU,
FPU_mul_fp64_20%,Gen8,B0,67.67,syn,397435.00,,FPU,EU,
FPU_mul_fp64_30%,Gen8,B0,79.93,syn,397435.00,,FPU,EU,
FPU_mul_fp64_40%,Gen8,B0,78.67,syn,397435.00,,FPU,EU,
FPU_mul_fp64_55%,Gen8,B0,84.56,syn,397435.00,,FPU,EU,
FPU_mul_int16_10%,Gen8,B0,43.40,syn,397435.00,,FPU,EU,
FPU_mul_int16_20%,Gen8,B0,52.81,syn,397435.00,,FPU,EU,
FPU_mul_int16_30%,Gen8,B0,55.67,syn,397435.00,,FPU,EU,
FPU_mul_int16_40%,Gen8,B0,62.01,syn,397435.00,,FPU,EU,
FPU_mul_int16_55%,Gen8,B0,72.13,syn,397435.00,,FPU,EU,
FPU_mul_int32_10%,Gen8,B0,67.02,syn,397435.00,,FPU,EU,
FPU_mul_int32_20%,Gen8,B0,75.85,syn,397435.00,,FPU,EU,
FPU_mul_int32_30%,Gen8,B0,81.43,syn,397435.00,,FPU,EU,
FPU_mul_int32_40%,Gen8,B0,88.63,syn,397435.00,,FPU,EU,
FPU_mul_int32_55%,Gen8,B0,95.29,syn,397435.00,,FPU,EU,
FPU_mul_int64_10%,Gen8,B0,67.02,syn,397435.00,,FPU,EU,
FPU_mul_int64_20%,Gen8,B0,75.85,syn,397435.00,,FPU,EU,
FPU_mul_int64_30%,Gen8,B0,81.43,syn,397435.00,,FPU,EU,
FPU_mul_int64_40%,Gen8,B0,88.63,syn,397435.00,,FPU,EU,
FPU_mul_int64_55%,Gen8,B0,95.29,syn,397435.00,,FPU,EU,
FPU_mul_intbypass_10%,Gen8,B0,14.38,syn,397435.00,,FPU,EU,
FPU_mul_intbypass_20%,Gen8,B0,16.28,syn,397435.00,,FPU,EU,
FPU_mul_intbypass_30%,Gen8,B0,17.48,syn,397435.00,,FPU,EU,
FPU_mul_intbypass_40%,Gen8,B0,19.02,syn,397435.00,,FPU,EU,
FPU_mul_intbypass_55%,Gen8,B0,20.45,syn,397435.00,,FPU,EU,
FPU_pln_floatbypass_10%,Gen8,B0,54.57,syn,397435.00,,FPU,EU,
FPU_pln_floatbypass_20%,Gen8,B0,62.66,syn,397435.00,,FPU,EU,
FPU_pln_floatbypass_30%,Gen8,B0,65.47,syn,397435.00,,FPU,EU,
FPU_pln_floatbypass_40%,Gen8,B0,71.27,syn,397435.00,,FPU,EU,
FPU_pln_floatbypass_55%,Gen8,B0,77.06,syn,397435.00,,FPU,EU,
FPU_pln_fp16_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_fp16_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_fp16_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_fp16_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_fp16_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_fp32_10%,Gen8,B0,54.57,syn,397435.00,,FPU,EU,
FPU_pln_fp32_20%,Gen8,B0,62.66,syn,397435.00,,FPU,EU,
FPU_pln_fp32_30%,Gen8,B0,65.47,syn,397435.00,,FPU,EU,
FPU_pln_fp32_40%,Gen8,B0,71.27,syn,397435.00,,FPU,EU,
FPU_pln_fp32_55%,Gen8,B0,77.06,syn,397435.00,,FPU,EU,
FPU_pln_fp64_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_fp64_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_fp64_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_fp64_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_fp64_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int16_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int16_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int16_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int16_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int16_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int32_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
