State,Source,Stepping,Weight,Type,GC,COMMENT,UNIT,CLUSTER,Annealing/TR
EM_add_floatbypass_10%,Gen8,B0,21.46,syn,397435.00,,EM,EU,
EM_add_floatbypass_20%,Gen8,B0,22.65,syn,397435.00,,EM,EU,
EM_add_floatbypass_30%,Gen8,B0,22.88,syn,397435.00,,EM,EU,
EM_add_floatbypass_40%,Gen8,B0,24.30,syn,397435.00,,EM,EU,
EM_add_floatbypass_55%,Gen8,B0,24.22,syn,397435.00,,EM,EU,
EM_add_fp16_10%,Gen8,B0,38.67,syn,397435.00,,EM,EU,
EM_add_fp16_20%,Gen8,B0,35.86,syn,397435.00,,EM,EU,
EM_add_fp16_30%,Gen8,B0,39.86,syn,397435.00,,EM,EU,
EM_add_fp16_40%,Gen8,B0,46.65,syn,397435.00,,EM,EU,
EM_add_fp16_55%,Gen8,B0,43.48,syn,397435.00,,EM,EU,
EM_add_fp32_10%,Gen8,B0,41.94,syn,397435.00,,EM,EU,
EM_add_fp32_20%,Gen8,B0,44.27,syn,397435.00,,EM,EU,
EM_add_fp32_30%,Gen8,B0,44.71,syn,397435.00,,EM,EU,
EM_add_fp32_40%,Gen8,B0,47.49,syn,397435.00,,EM,EU,
EM_add_fp32_55%,Gen8,B0,47.34,syn,397435.00,,EM,EU,
EM_add_fp64_10%,Gen8,B0,30.27,syn,397435.00,,EM,EU,
EM_add_fp64_20%,Gen8,B0,31.98,syn,397435.00,,EM,EU,
EM_add_fp64_30%,Gen8,B0,39.14,syn,397435.00,,EM,EU,
EM_add_fp64_40%,Gen8,B0,43.10,syn,397435.00,,EM,EU,
EM_add_fp64_55%,Gen8,B0,40.07,syn,397435.00,,EM,EU,
EM_add_int16_10%,Gen8,B0,22.00,syn,397435.00,,EM,EU,
EM_add_int16_20%,Gen8,B0,26.83,syn,397435.00,,EM,EU,
EM_add_int16_30%,Gen8,B0,24.99,syn,397435.00,,EM,EU,
EM_add_int16_40%,Gen8,B0,32.19,syn,397435.00,,EM,EU,
EM_add_int16_55%,Gen8,B0,38.46,syn,397435.00,,EM,EU,
EM_add_int32_10%,Gen8,B0,22.14,syn,397435.00,,EM,EU,
EM_add_int32_20%,Gen8,B0,26.23,syn,397435.00,,EM,EU,
EM_add_int32_30%,Gen8,B0,25.99,syn,397435.00,,EM,EU,
EM_add_int32_40%,Gen8,B0,34.22,syn,397435.00,,EM,EU,
EM_add_int32_55%,Gen8,B0,38.48,syn,397435.00,,EM,EU,
EM_add_int64_10%,Gen8,B0,24.32,syn,397435.00,,EM,EU,
EM_add_int64_20%,Gen8,B0,24.30,syn,397435.00,,EM,EU,
EM_add_int64_30%,Gen8,B0,30.54,syn,397435.00,,EM,EU,
EM_add_int64_40%,Gen8,B0,30.88,syn,397435.00,,EM,EU,
EM_add_int64_55%,Gen8,B0,35.87,syn,397435.00,,EM,EU,
EM_add_intbypass_10%,Gen8,B0,11.33,syn,397435.00,,EM,EU,
EM_add_intbypass_20%,Gen8,B0,13.42,syn,397435.00,,EM,EU,
EM_add_intbypass_30%,Gen8,B0,13.30,syn,397435.00,,EM,EU,
EM_add_intbypass_40%,Gen8,B0,17.51,syn,397435.00,,EM,EU,
EM_add_intbypass_55%,Gen8,B0,19.69,syn,397435.00,,EM,EU,
EM_cmp_floatbypass_10%,Gen8,B0,12.55,syn,397435.00,,EM,EU,
EM_cmp_floatbypass_20%,Gen8,B0,15.52,syn,397435.00,,EM,EU,
EM_cmp_floatbypass_30%,Gen8,B0,16.77,syn,397435.00,,EM,EU,
EM_cmp_floatbypass_40%,Gen8,B0,18.86,syn,397435.00,,EM,EU,
EM_cmp_floatbypass_55%,Gen8,B0,14.84,syn,397435.00,,EM,EU,
EM_cmp_fp16_10%,Gen8,B0,21.62,syn,397435.00,,EM,EU,
EM_cmp_fp16_20%,Gen8,B0,27.17,syn,397435.00,,EM,EU,
EM_cmp_fp16_30%,Gen8,B0,28.89,syn,397435.00,,EM,EU,
EM_cmp_fp16_40%,Gen8,B0,36.04,syn,397435.00,,EM,EU,
EM_cmp_fp16_55%,Gen8,B0,27.70,syn,397435.00,,EM,EU,
EM_cmp_fp32_10%,Gen8,B0,19.42,syn,397435.00,,EM,EU,
EM_cmp_fp32_20%,Gen8,B0,24.01,syn,397435.00,,EM,EU,
EM_cmp_fp32_30%,Gen8,B0,25.95,syn,397435.00,,EM,EU,
EM_cmp_fp32_40%,Gen8,B0,29.18,syn,397435.00,,EM,EU,
EM_cmp_fp32_55%,Gen8,B0,22.96,syn,397435.00,,EM,EU,
EM_cmp_fp64_10%,Gen8,B0,26.88,syn,397435.00,,EM,EU,
EM_cmp_fp64_20%,Gen8,B0,31.25,syn,397435.00,,EM,EU,
EM_cmp_fp64_30%,Gen8,B0,34.12,syn,397435.00,,EM,EU,
EM_cmp_fp64_40%,Gen8,B0,36.78,syn,397435.00,,EM,EU,
EM_cmp_fp64_55%,Gen8,B0,37.31,syn,397435.00,,EM,EU,
EM_cmp_int16_10%,Gen8,B0,18.15,syn,397435.00,,EM,EU,
EM_cmp_int16_20%,Gen8,B0,22.00,syn,397435.00,,EM,EU,
EM_cmp_int16_30%,Gen8,B0,19.97,syn,397435.00,,EM,EU,
EM_cmp_int16_40%,Gen8,B0,23.19,syn,397435.00,,EM,EU,
EM_cmp_int16_55%,Gen8,B0,28.73,syn,397435.00,,EM,EU,
EM_cmp_int32_10%,Gen8,B0,19.05,syn,397435.00,,EM,EU,
EM_cmp_int32_20%,Gen8,B0,20.24,syn,397435.00,,EM,EU,
EM_cmp_int32_30%,Gen8,B0,22.68,syn,397435.00,,EM,EU,
EM_cmp_int32_40%,Gen8,B0,27.00,syn,397435.00,,EM,EU,
EM_cmp_int32_55%,Gen8,B0,31.90,syn,397435.00,,EM,EU,
EM_cmp_int64_10%,Gen8,B0,19.91,syn,397435.00,,EM,EU,
EM_cmp_int64_20%,Gen8,B0,21.48,syn,397435.00,,EM,EU,
EM_cmp_int64_30%,Gen8,B0,27.25,syn,397435.00,,EM,EU,
EM_cmp_int64_40%,Gen8,B0,27.75,syn,397435.00,,EM,EU,
EM_cmp_int64_55%,Gen8,B0,34.02,syn,397435.00,,EM,EU,
EM_cmp_intbypass_10%,Gen8,B0,12.31,syn,397435.00,,EM,EU,
EM_cmp_intbypass_20%,Gen8,B0,13.08,syn,397435.00,,EM,EU,
EM_cmp_intbypass_30%,Gen8,B0,14.66,syn,397435.00,,EM,EU,
EM_cmp_intbypass_40%,Gen8,B0,17.45,syn,397435.00,,EM,EU,
EM_cmp_intbypass_55%,Gen8,B0,20.61,syn,397435.00,,EM,EU,
EM_mac_floatbypass_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_floatbypass_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_floatbypass_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_floatbypass_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_floatbypass_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp16_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp16_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp16_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp16_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp16_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp32_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp32_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp32_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp32_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp32_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp64_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp64_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp64_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp64_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_fp64_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int16_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int16_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int16_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int16_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int16_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int32_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int32_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int32_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int32_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int32_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int64_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int64_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int64_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int64_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_int64_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_intbypass_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_intbypass_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_intbypass_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_intbypass_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mac_intbypass_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_floatbypass_10%,Gen8,B0,21.59,syn,397435.00,,EM,EU,
EM_mad_floatbypass_20%,Gen8,B0,25.94,syn,397435.00,,EM,EU,
EM_mad_floatbypass_30%,Gen8,B0,28.38,syn,397435.00,,EM,EU,
EM_mad_floatbypass_40%,Gen8,B0,33.02,syn,397435.00,,EM,EU,
EM_mad_floatbypass_55%,Gen8,B0,33.18,syn,397435.00,,EM,EU,
EM_mad_fp16_10%,Gen8,B0,48.63,syn,397435.00,,EM,EU,
EM_mad_fp16_20%,Gen8,B0,50.63,syn,397435.00,,EM,EU,
EM_mad_fp16_30%,Gen8,B0,52.58,syn,397435.00,,EM,EU,
EM_mad_fp16_40%,Gen8,B0,56.29,syn,397435.00,,EM,EU,
EM_mad_fp16_55%,Gen8,B0,65.58,syn,397435.00,,EM,EU,
EM_mad_fp32_10%,Gen8,B0,63.11,syn,397435.00,,EM,EU,
EM_mad_fp32_20%,Gen8,B0,75.81,syn,397435.00,,EM,EU,
EM_mad_fp32_30%,Gen8,B0,82.93,syn,397435.00,,EM,EU,
EM_mad_fp32_40%,Gen8,B0,96.49,syn,397435.00,,EM,EU,
EM_mad_fp32_55%,Gen8,B0,96.96,syn,397435.00,,EM,EU,
EM_mad_fp64_10%,Gen8,B0,60.91,syn,397435.00,,EM,EU,
EM_mad_fp64_20%,Gen8,B0,70.42,syn,397435.00,,EM,EU,
EM_mad_fp64_30%,Gen8,B0,71.98,syn,397435.00,,EM,EU,
EM_mad_fp64_40%,Gen8,B0,81.47,syn,397435.00,,EM,EU,
EM_mad_fp64_55%,Gen8,B0,88.52,syn,397435.00,,EM,EU,
EM_mad_int16_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int16_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int16_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int16_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int16_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int32_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int32_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int32_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int32_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int32_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int64_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int64_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int64_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int64_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_int64_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_intbypass_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_intbypass_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_intbypass_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_intbypass_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mad_intbypass_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_mov_bypass_10%,Gen8,B0,14.99,syn,397435.00,,EM,EU,
EM_mov_bypass_20%,Gen8,B0,12.91,syn,397435.00,,EM,EU,
EM_mov_bypass_30%,Gen8,B0,13.49,syn,397435.00,,EM,EU,
EM_mov_bypass_40%,Gen8,B0,14.73,syn,397435.00,,EM,EU,
EM_mov_bypass_55%,Gen8,B0,16.21,syn,397435.00,,EM,EU,
EM_mov_fp16_10%,Gen8,B0,14.99,syn,397435.00,,EM,EU,
EM_mov_fp16_20%,Gen8,B0,12.91,syn,397435.00,,EM,EU,
EM_mov_fp16_30%,Gen8,B0,13.49,syn,397435.00,,EM,EU,
EM_mov_fp16_40%,Gen8,B0,14.73,syn,397435.00,,EM,EU,
EM_mov_fp16_55%,Gen8,B0,16.21,syn,397435.00,,EM,EU,
EM_mov_fp32_10%,Gen8,B0,10.34,syn,397435.00,,EM,EU,
EM_mov_fp32_20%,Gen8,B0,11.35,syn,397435.00,,EM,EU,
EM_mov_fp32_30%,Gen8,B0,12.41,syn,397435.00,,EM,EU,
EM_mov_fp32_40%,Gen8,B0,17.31,syn,397435.00,,EM,EU,
EM_mov_fp32_55%,Gen8,B0,19.47,syn,397435.00,,EM,EU,
EM_mov_fp64_10%,Gen8,B0,19.93,syn,397435.00,,EM,EU,
EM_mov_fp64_20%,Gen8,B0,21.54,syn,397435.00,,EM,EU,
EM_mov_fp64_30%,Gen8,B0,20.14,syn,397435.00,,EM,EU,
EM_mov_fp64_40%,Gen8,B0,22.44,syn,397435.00,,EM,EU,
EM_mov_fp64_55%,Gen8,B0,29.05,syn,397435.00,,EM,EU,
EM_mov_int16_10%,Gen8,B0,10.45,syn,397435.00,,EM,EU,
EM_mov_int16_20%,Gen8,B0,15.41,syn,397435.00,,EM,EU,
EM_mov_int16_30%,Gen8,B0,12.56,syn,397435.00,,EM,EU,
EM_mov_int16_40%,Gen8,B0,17.64,syn,397435.00,,EM,EU,
EM_mov_int16_55%,Gen8,B0,17.00,syn,397435.00,,EM,EU,
EM_mov_int32_10%,Gen8,B0,13.90,syn,397435.00,,EM,EU,
EM_mov_int32_20%,Gen8,B0,11.55,syn,397435.00,,EM,EU,
EM_mov_int32_30%,Gen8,B0,16.06,syn,397435.00,,EM,EU,
EM_mov_int32_40%,Gen8,B0,17.74,syn,397435.00,,EM,EU,
EM_mov_int32_55%,Gen8,B0,20.77,syn,397435.00,,EM,EU,
EM_mov_int64_10%,Gen8,B0,16.83,syn,397435.00,,EM,EU,
EM_mov_int64_20%,Gen8,B0,21.63,syn,397435.00,,EM,EU,
EM_mov_int64_30%,Gen8,B0,23.38,syn,397435.00,,EM,EU,
EM_mov_int64_40%,Gen8,B0,26.04,syn,397435.00,,EM,EU,
EM_mov_int64_55%,Gen8,B0,26.83,syn,397435.00,,EM,EU,
EM_mov_intbypass_10%,Gen8,B0,13.90,syn,397435.00,,EM,EU,
EM_mov_intbypass_20%,Gen8,B0,11.55,syn,397435.00,,EM,EU,
EM_mov_intbypass_30%,Gen8,B0,16.06,syn,397435.00,,EM,EU,
EM_mov_intbypass_40%,Gen8,B0,17.74,syn,397435.00,,EM,EU,
EM_mov_intbypass_55%,Gen8,B0,20.77,syn,397435.00,,EM,EU,
EM_mul_floatbypass_10%,Gen8,B0,8.20,syn,397435.00,,EM,EU,
EM_mul_floatbypass_20%,Gen8,B0,9.84,syn,397435.00,,EM,EU,
EM_mul_floatbypass_30%,Gen8,B0,10.89,syn,397435.00,,EM,EU,
EM_mul_floatbypass_40%,Gen8,B0,12.11,syn,397435.00,,EM,EU,
EM_mul_floatbypass_55%,Gen8,B0,13.06,syn,397435.00,,EM,EU,
EM_mul_fp16_10%,Gen8,B0,35.70,syn,397435.00,,EM,EU,
EM_mul_fp16_20%,Gen8,B0,39.03,syn,397435.00,,EM,EU,
EM_mul_fp16_30%,Gen8,B0,40.33,syn,397435.00,,EM,EU,
EM_mul_fp16_40%,Gen8,B0,44.07,syn,397435.00,,EM,EU,
EM_mul_fp16_55%,Gen8,B0,49.87,syn,397435.00,,EM,EU,
EM_mul_fp32_10%,Gen8,B0,46.92,syn,397435.00,,EM,EU,
EM_mul_fp32_20%,Gen8,B0,56.32,syn,397435.00,,EM,EU,
EM_mul_fp32_30%,Gen8,B0,62.31,syn,397435.00,,EM,EU,
EM_mul_fp32_40%,Gen8,B0,69.27,syn,397435.00,,EM,EU,
EM_mul_fp32_55%,Gen8,B0,74.74,syn,397435.00,,EM,EU,
EM_mul_fp64_10%,Gen8,B0,54.69,syn,397435.00,,EM,EU,
EM_mul_fp64_20%,Gen8,B0,59.18,syn,397435.00,,EM,EU,
EM_mul_fp64_30%,Gen8,B0,68.37,syn,397435.00,,EM,EU,
EM_mul_fp64_40%,Gen8,B0,73.81,syn,397435.00,,EM,EU,
EM_mul_fp64_55%,Gen8,B0,79.51,syn,397435.00,,EM,EU,
EM_mul_int16_10%,Gen8,B0,38.51,syn,397435.00,,EM,EU,
EM_mul_int16_20%,Gen8,B0,42.09,syn,397435.00,,EM,EU,
EM_mul_int16_30%,Gen8,B0,47.70,syn,397435.00,,EM,EU,
EM_mul_int16_40%,Gen8,B0,52.95,syn,397435.00,,EM,EU,
EM_mul_int16_55%,Gen8,B0,57.23,syn,397435.00,,EM,EU,
EM_mul_int32_10%,Gen8,B0,62.35,syn,397435.00,,EM,EU,
EM_mul_int32_20%,Gen8,B0,66.16,syn,397435.00,,EM,EU,
EM_mul_int32_30%,Gen8,B0,70.99,syn,397435.00,,EM,EU,
EM_mul_int32_40%,Gen8,B0,80.63,syn,397435.00,,EM,EU,
EM_mul_int32_55%,Gen8,B0,83.04,syn,397435.00,,EM,EU,
EM_mul_int64_10%,Gen8,B0,62.35,syn,397435.00,,EM,EU,
EM_mul_int64_20%,Gen8,B0,66.16,syn,397435.00,,EM,EU,
EM_mul_int64_30%,Gen8,B0,70.99,syn,397435.00,,EM,EU,
EM_mul_int64_40%,Gen8,B0,80.63,syn,397435.00,,EM,EU,
EM_mul_int64_55%,Gen8,B0,83.04,syn,397435.00,,EM,EU,
EM_mul_intbypass_10%,Gen8,B0,10.90,syn,397435.00,,EM,EU,
EM_mul_intbypass_20%,Gen8,B0,11.56,syn,397435.00,,EM,EU,
EM_mul_intbypass_30%,Gen8,B0,12.41,syn,397435.00,,EM,EU,
EM_mul_intbypass_40%,Gen8,B0,14.09,syn,397435.00,,EM,EU,
EM_mul_intbypass_55%,Gen8,B0,14.52,syn,397435.00,,EM,EU,
EM_pln_floatbypass_10%,Gen8,B0,54.48,syn,397435.00,,EM,EU,
EM_pln_floatbypass_20%,Gen8,B0,58.81,syn,397435.00,,EM,EU,
EM_pln_floatbypass_30%,Gen8,B0,64.42,syn,397435.00,,EM,EU,
EM_pln_floatbypass_40%,Gen8,B0,66.30,syn,397435.00,,EM,EU,
EM_pln_floatbypass_55%,Gen8,B0,75.25,syn,397435.00,,EM,EU,
EM_pln_fp16_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_fp16_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_fp16_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_fp16_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_fp16_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_fp32_10%,Gen8,B0,54.48,syn,397435.00,,EM,EU,
EM_pln_fp32_20%,Gen8,B0,58.81,syn,397435.00,,EM,EU,
EM_pln_fp32_30%,Gen8,B0,64.42,syn,397435.00,,EM,EU,
EM_pln_fp32_40%,Gen8,B0,66.30,syn,397435.00,,EM,EU,
EM_pln_fp32_55%,Gen8,B0,75.25,syn,397435.00,,EM,EU,
EM_pln_fp64_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_fp64_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_fp64_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_fp64_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_fp64_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int16_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int16_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int16_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int16_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int16_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int32_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int32_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int32_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int32_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int32_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int64_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int64_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int64_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int64_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_int64_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_intbypass_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_intbypass_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_intbypass_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_intbypass_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_pln_intbypass_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_floatbypass_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_floatbypass_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_floatbypass_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_floatbypass_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_floatbypass_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp16_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp16_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp16_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp16_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp16_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp32_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp32_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp32_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp32_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp32_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp64_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp64_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp64_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp64_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_fp64_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int16_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int16_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int16_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int16_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int16_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int32_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int32_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int32_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int32_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int32_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int64_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int64_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int64_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int64_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_int64_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_intbypass_10%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_intbypass_20%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_intbypass_30%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_intbypass_40%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sad_intbypass_55%,Gen8,B0,0.00,syn,397435.00,,EM,EU,
EM_sel_bypass_10%,Gen8,B0,18.91,syn,397435.00,,EM,EU,
EM_sel_bypass_20%,Gen8,B0,23.64,syn,397435.00,,EM,EU,
EM_sel_bypass_30%,Gen8,B0,28.54,syn,397435.00,,EM,EU,
EM_sel_bypass_40%,Gen8,B0,32.64,syn,397435.00,,EM,EU,
EM_sel_bypass_55%,Gen8,B0,42.65,syn,397435.00,,EM,EU,
EM_sel_fp16_10%,Gen8,B0,26.45,syn,397435.00,,EM,EU,
EM_sel_fp16_20%,Gen8,B0,31.54,syn,397435.00,,EM,EU,
EM_sel_fp16_30%,Gen8,B0,32.90,syn,397435.00,,EM,EU,
EM_sel_fp16_40%,Gen8,B0,39.09,syn,397435.00,,EM,EU,
EM_sel_fp16_55%,Gen8,B0,39.07,syn,397435.00,,EM,EU,
EM_sel_fp32_10%,Gen8,B0,18.91,syn,397435.00,,EM,EU,
EM_sel_fp32_20%,Gen8,B0,23.64,syn,397435.00,,EM,EU,
EM_sel_fp32_30%,Gen8,B0,28.54,syn,397435.00,,EM,EU,
EM_sel_fp32_40%,Gen8,B0,32.64,syn,397435.00,,EM,EU,
EM_sel_fp32_55%,Gen8,B0,42.65,syn,397435.00,,EM,EU,
EM_sel_fp64_10%,Gen8,B0,30.10,syn,397435.00,,EM,EU,
EM_sel_fp64_20%,Gen8,B0,32.66,syn,397435.00,,EM,EU,
EM_sel_fp64_30%,Gen8,B0,37.49,syn,397435.00,,EM,EU,
EM_sel_fp64_40%,Gen8,B0,43.43,syn,397435.00,,EM,EU,
EM_sel_fp64_55%,Gen8,B0,45.80,syn,397435.00,,EM,EU,
